SCENE,KEY,SENTENCE,SPEAKER,SHOW,Sarcasm,Sarcasm_Type
1_S12E02_443,1_S12E02_443_c_4,but not the Sanskrit you're thinking of.,-,BBT,,
1_S12E02_443,1_S12E02_443_c_5,(laughs),-,BBT,,
1_S12E02_443,1_S12E02_443_c_6,"And best of all, you can't use the Internet to cheat.",-,BBT,,
1_S12E02_443,1_S12E02_443_c_7,"Because we locked you out of your Wi-Fi,",-,BBT,,
1_S12E02_443,1_S12E02_443_c_8,and the answer to this is your new password.,-,BBT,,
1_S12E02_443,1_S12E02_443_u,I'm no longer happy.,LEONARD,BBT,0,NONE
1_S12E02_466,1_S12E02_466_c_0,Oh.,OTHER,BBT,,
1_S12E02_466,1_S12E02_466_c_1,"Oh, my God.",OTHER,BBT,,
1_S12E02_466,1_S12E02_466_c_2,Yeah.,STUART,BBT,,
1_S12E02_466,1_S12E02_466_c_3,"I wanted to look my best for our date,",STUART,BBT,,
1_S12E02_466,1_S12E02_466_c_4,and I made a series of bad decisions...,STUART,BBT,,
1_S12E02_466,1_S12E02_466_c_5,...one of which is hidden by my pants.,STUART,BBT,,
1_S12E02_466,1_S12E02_466_c_6,Wow. (laughs),OTHER,BBT,,
1_S12E02_466,1_S12E02_466_c_7,Do you still want to go out with me?,STUART,BBT,,
1_S12E02_466,1_S12E02_466_c_8,"Absolutely. Hey, maybe we can go find Nemo together.",OTHER,BBT,,
1_S12E02_466,1_S12E02_466_c_9,That's a good one.,STUART,BBT,,
1_S12E02_466,1_S12E02_466_u,Do your 63 other crayon friends know you're out?,OTHER,BBT,1,EMB
1_S12E02_471,1_S12E02_471_c_0,That's a good one.,STUART,BBT,,
1_S12E02_471,1_S12E02_471_c_1,Do your 63 other crayon friends know you're out?,OTHER,BBT,,
1_S12E02_471,1_S12E02_471_c_2,Are you just gonna make fun of me all night?,STUART,BBT,,
1_S12E02_471,1_S12E02_471_c_3,#NAME?,OTHER,BBT,,
1_S12E02_471,1_S12E02_471_c_4,"So what are we thinking, Chinese?",STUART,BBT,,
1_S12E02_471,1_S12E02_471_u,"Yeah, I'm in the mood for orange chicken.",OTHER,BBT,1,ILL
1_S12E03_061,1_S12E03_061_c_0,Enjoying your book?,-,BBT,,
1_S12E03_061,1_S12E03_061_c_1,So much.,-,BBT,,
1_S12E03_061,1_S12E03_061_c_2,Why do you keep poking at it?,-,BBT,,
1_S12E03_061,1_S12E03_061_c_3,"Fine, I'â€™m shopping on my phone.",-,BBT,,
1_S12E03_061,1_S12E03_061_u,You'â€™re the one who said you wanted to read more.,HOWARD,BBT,0,NONE
1_S12E03_095,1_S12E03_095_c_0,"Wow, you really are good at this.",-,BBT,,
1_S12E03_095,1_S12E03_095_c_1,"Well, I'â€™ve spent a lot of time painting D&Dminiatures.",-,BBT,,
1_S12E03_095,1_S12E03_095_c_2,"I know that makes you want to rip my shirt off,",-,BBT,,
1_S12E03_095,1_S12E03_095_c_3,but wait until your nails are dry.,-,BBT,,
1_S12E03_095,1_S12E03_095_c_4,[PHONE CHIMES],-,BBT,,
1_S12E03_095,1_S12E03_095_c_5,"Oh, it'â€™s Raj.",-,BBT,,
1_S12E03_095,1_S12E03_095_u,He sent us that Indian marriage questionnaire.,LEONARD,BBT,0,NONE
1_S12E03_101,1_S12E03_101_c_0,He sent us that Indian marriage questionnaire.,LEONARD,BBT,,
1_S12E03_101,1_S12E03_101_c_1,"Ooh, read one.Okay.",PENNY,BBT,,
1_S12E03_101,1_S12E03_101_c_2,"""How religious are you?""",LEONARD,BBT,,
1_S12E03_101,1_S12E03_101_c_3,"That'â€™s easy, both of us: not at all.",LEONARD,BBT,,
1_S12E03_101,1_S12E03_101_c_4,"No, I wouldn'â€™t say not at all. I mean, I am pretty spiritual.",PENNY,BBT,,
1_S12E03_101,1_S12E03_101_c_5,"I do go to yoga, so...",PENNY,BBT,,
1_S12E03_101,1_S12E03_101_u,"Great, so your church is Our Lady of the Stretchy Pants.",LEONARD,BBT,1,EMB
1_S12E03_118,1_S12E03_118_c_0,"Sure, uh, next question.",LEONARD,BBT,,
1_S12E03_118,1_S12E03_118_c_1,"""How are you with pets?""",PENNY,BBT,,
1_S12E03_118,1_S12E03_118_u,"Well, I did take care of Sheldon for 15 years, and he only bite me once",LEONARD,BBT,1,PRO
1_S12E03_174,1_S12E03_174_c_0,"Hey, want to get lunch?",-,BBT,,
1_S12E03_174,1_S12E03_174_c_1,I can'â€™t.,-,BBT,,
1_S12E03_174,1_S12E03_174_c_2,"Halley and Michael were up all night, and I'â€™m way behind here.",-,BBT,,
1_S12E03_174,1_S12E03_174_c_3,"Oh, no, are they sick?No.",-,BBT,,
1_S12E03_174,1_S12E03_174_c_4,They were just laughing and playing like a couple of jerks.,-,BBT,,
1_S12E03_174,1_S12E03_174_c_5,"Boy, they'â€™re cute, but they ruin everything.",-,BBT,,
1_S12E03_174,1_S12E03_174_u,I get that.,PENNY,BBT,0,NONE
1_S12E03_195,1_S12E03_195_c_0,"Look, I know it'â€™s scary, but you'â€™re gonna be a great mom.",BERNADETTE,BBT,,
1_S12E03_195,1_S12E03_195_c_1,"I know I'â€™d be great, but the point is I don'â€™t want to be one.",PENNY,BBT,,
1_S12E03_195,1_S12E03_195_c_2,Maybe you wouldn'â€™t be great. You kind of got a temper.,BERNADETTE,BBT,,
1_S12E03_195,1_S12E03_195_c_3,"You know, not everyone needs to have kids to be fulfilled.",PENNY,BBT,,
1_S12E03_195,1_S12E03_195_u,"You'â€™re right, you'â€™ve got Leonard. What more do you need?",BERNADETTE,BBT,1,PRO
1_S12E03_239,1_S12E03_239_c_0,"Hey, honey, how was your day?",-,BBT,,
1_S12E03_239,1_S12E03_239_c_1,[GROANS],-,BBT,,
1_S12E03_239,1_S12E03_239_c_2,What'â€™s wrong?,-,BBT,,
1_S12E03_239,1_S12E03_239_c_3,Raj is talking about,-,BBT,,
1_S12E03_239,1_S12E03_239_c_4,marrying this woman he just met.,-,BBT,,
1_S12E03_239,1_S12E03_239_u,"I told him it was dumb, and now he'â€™s mad at me.",HOWARD,BBT,0,NONE
1_S12E03_263,1_S12E03_263_c_0,"Hey, Leonard, remember yesterday",-,BBT,,
1_S12E03_263,1_S12E03_263_c_1,when we were talking about having kids someday? Yeah?,-,BBT,,
1_S12E03_263,1_S12E03_263_c_2,"Well, what if it wasn'â€™t someday.",-,BBT,,
1_S12E03_263,1_S12E03_263_c_3,"Oh, my God.",-,BBT,,
1_S12E03_263,1_S12E03_263_c_4,"Oh, my God, are you pregnant?",-,BBT,,
1_S12E03_263,1_S12E03_263_u,"No. No. No, no. No, no, no, no, no, no, no, no.",PENNY,BBT,0,NONE
1_S12E03_286,1_S12E03_286_c_0,You'â€™re awfully quiet.,SHELDON,BBT,,
1_S12E03_286,1_S12E03_286_c_1,"Sorry.No, I like it.",LEONARD,BBT,,
1_S12E03_286,1_S12E03_286_c_2,Got a lot on my mind.,LEONARD,BBT,,
1_S12E03_286,1_S12E03_286_c_3,Would you like to talk about it?,SHELDON,BBT,,
1_S12E03_286,1_S12E03_286_c_4,Not really.,LEONARD,BBT,,
1_S12E03_286,1_S12E03_286_u,"Grape Nuts for breakfast, quiet car ride, things are really breaking my way today.",SHELDON,BBT,1,PRO
1_S12E03_310,1_S12E03_310_c_0,Hey. Mind if I sit?,-,BBT,,
1_S12E03_310,1_S12E03_310_c_1,Did you just come here to tell me I'â€™m making a gigantic mistake,-,BBT,,
1_S12E03_310,1_S12E03_310_c_2,by having this blueberry muffin,-,BBT,,
1_S12E03_310,1_S12E03_310_c_3,and I should'â€™ve got a cinnamon roll like you did?,-,BBT,,
1_S12E03_310,1_S12E03_310_c_4,No.,-,BBT,,
1_S12E03_310,1_S12E03_310_c_5,"Good, 'â€™cause I'm happy with my choice.",-,BBT,,
1_S12E03_310,1_S12E03_310_u,Although that cinnamon roll does smell good if you'â€™re open to halfsies.,RAJ,BBT,0,NONE
1_S12E03_337,1_S12E03_337_c_0,"What the hell, Penny?!",-,BBT,,
1_S12E03_337,1_S12E03_337_c_1,I'â€™m gonna need more than that.,-,BBT,,
1_S12E03_337,1_S12E03_337_c_2,You'â€™re not having kids?,-,BBT,,
1_S12E03_337,1_S12E03_337_c_3,How could you do this to me?,-,BBT,,
1_S12E03_337,1_S12E03_337_c_4,How is it any of your business?,-,BBT,,
1_S12E03_337,1_S12E03_337_c_5,Because your kids were supposed to be friends with my kids.,-,BBT,,
1_S12E03_337,1_S12E03_337_c_6,Who'â€™s gonna be friends with them now?,-,BBT,,
1_S12E03_337,1_S12E03_337_u,They will find other friends.,PENNY,BBT,0,NONE
1_S12E03_338,1_S12E03_338_c_0,"What the hell, Penny?!",AMY,BBT,,
1_S12E03_338,1_S12E03_338_c_1,I'â€™m gonna need more than that.,PENNY,BBT,,
1_S12E03_338,1_S12E03_338_c_2,You'â€™re not having kids?,AMY,BBT,,
1_S12E03_338,1_S12E03_338_c_3,How could you do this to me?,AMY,BBT,,
1_S12E03_338,1_S12E03_338_c_4,How is it any of your business?,PENNY,BBT,,
1_S12E03_338,1_S12E03_338_c_5,Because your kids were supposed to be friends with my kids.,AMY,BBT,,
1_S12E03_338,1_S12E03_338_c_6,Who'â€™s gonna be friends with them now?,AMY,BBT,,
1_S12E03_338,1_S12E03_338_c_7,They will find other friends.,PENNY,BBT,,
1_S12E03_338,1_S12E03_338_u,"Oh, sure, 'â€™cause Sheldon'â€™s DNA plus my DNA equals a kid who knows how to make friends. Grow up!",AMY,BBT,1,PRO
1_S12E03_380,1_S12E03_380_c_0,Hey.,-,BBT,,
1_S12E03_380,1_S12E03_380_c_1,Hey.I-I made you dinner.,-,BBT,,
1_S12E03_380,1_S12E03_380_c_2,Your favorite: In-N-Out Burger out of the wrapper on a plate.,-,BBT,,
1_S12E03_380,1_S12E03_380_c_3,"Thank you, but you don'â€™t have to do this. I'â€™m fine.",-,BBT,,
1_S12E03_380,1_S12E03_380_c_4,"I-I know it'â€™s not a baby, but it does leak when you pick it up.",-,BBT,,
1_S12E03_380,1_S12E03_380_u,Really? We'â€™re joking about this now?,LEONARD,BBT,0,NONE
1_S12E03_410,1_S12E03_410_c_0,Cheers. [CLEARS THROAT],RAJ,BBT,,
1_S12E03_410,1_S12E03_410_c_1,"Okay. I guess if we'â€™re going forward with this wedding,",OTHER,BBT,,
1_S12E03_410,1_S12E03_410_c_2,we should talk about the next steps.,OTHER,BBT,,
1_S12E03_410,1_S12E03_410_c_3,"Oh, like themes and flowers?",RAJ,BBT,,
1_S12E03_410,1_S12E03_410_c_4,"Actually, finances and taxes.",OTHER,BBT,,
1_S12E03_410,1_S12E03_410_u,Oh. We can'â€™t use that. That was the theme of my parents'â€™ divorce.,RAJ,BBT,1,PRO
1_S12E03_449,1_S12E03_449_c_0,Are you gonna tell me where we'â€™re going?,-,BBT,,
1_S12E03_449,1_S12E03_449_c_1,"Because if it has the words ""farmers"" or ""market"" in it,",-,BBT,,
1_S12E03_449,1_S12E03_449_c_2,I don'â€™t want to go.,-,BBT,,
1_S12E03_449,1_S12E03_449_c_3,You were talking about all the things,-,BBT,,
1_S12E03_449,1_S12E03_449_c_4,"you thought you would never have,",-,BBT,,
1_S12E03_449,1_S12E03_449_c_5,so I thought I would get you one.,-,BBT,,
1_S12E03_449,1_S12E03_449_u,"Oh, my God. You bought me the Batmobile?!",LEONARD,BBT,0,NONE
1_S12E04_003,1_S12E04_003_c_0,"Hey, whatcha doing?",AMY,BBT,,
1_S12E04_003,1_S12E04_003_c_1,Improving our wedding photos.,SHELDON,BBT,,
1_S12E04_003,1_S12E04_003_c_2,"Oh, that's nice.",AMY,BBT,,
1_S12E04_003,1_S12E04_003_u,"Wait, I'm still in them, right?",AMY,BBT,1,PRO
1_S12E04_027,1_S12E04_027_c_0,Who's Tam?,AMY,BBT,,
1_S12E04_027,1_S12E04_027_c_1,He was my best friend,SHELDON,BBT,,
1_S12E04_027,1_S12E04_027_c_2,in the whole world growing up.,SHELDON,BBT,,
1_S12E04_027,1_S12E04_027_c_3,Really? Why have I never heard you mention him before?,AMY,BBT,,
1_S12E04_027,1_S12E04_027_c_4,"Oh, of course I have. I'm sure I've mentioned him,",SHELDON,BBT,,
1_S12E04_027,1_S12E04_027_c_5,"like, five times this week.",SHELDON,BBT,,
1_S12E04_027,1_S12E04_027_c_6,I don't think you have.,AMY,BBT,,
1_S12E04_027,1_S12E04_027_c_7,"Tam! Tam! Tam! Tam! Tam! There, it's only Thursday.",SHELDON,BBT,,
1_S12E04_027,1_S12E04_027_u,"I didn't just drink the crazy milk, I bought the crazy cow.",AMY,BBT,1,EMB
1_S12E04_040,1_S12E04_040_c_0,"So, are you actually engaged to this woman you just met?",BERNADETTE,BBT,,
1_S12E04_040,1_S12E04_040_c_1,Yeah.,RAJ,BBT,,
1_S12E04_040,1_S12E04_040_u,Tell us the truth. Did she get you pregnant?,PENNY,BBT,1,PRO
1_S12E04_046,1_S12E04_046_c_0,"Guys, I need your help, okay? I'm trying",RAJ,BBT,,
1_S12E04_046,1_S12E04_046_c_1,to buy her engagement ring.,RAJ,BBT,,
1_S12E04_046,1_S12E04_046_c_2,What do you think of this?,RAJ,BBT,,
1_S12E04_046,1_S12E04_046_c_3,Do you think she'll like this one?,RAJ,BBT,,
1_S12E04_046,1_S12E04_046_u,"Well, it's hard to say, not knowing much about her. Does she have fingers?",BERNADETTE,BBT,1,PRO
1_S12E04_055,1_S12E04_055_c_0,"Hey, did you guys know that Sheldon had",-,BBT,,
1_S12E04_055,1_S12E04_055_c_1,a best friend growing up named Tam?,-,BBT,,
1_S12E04_055,1_S12E04_055_c_2,Was that the imaginary talking koala?,-,BBT,,
1_S12E04_055,1_S12E04_055_c_3,No. He's a real person who apparently betrayed him.,-,BBT,,
1_S12E04_055,1_S12E04_055_u,"Yeah, so did the koala.",LEONARD,BBT,0,NONE
1_S12E04_070,1_S12E04_070_c_0,(video game sound effects) (knocking),-,BBT,,
1_S12E04_070,1_S12E04_070_c_1,I'm pumping!,-,BBT,,
1_S12E04_070,1_S12E04_070_c_2,It's Penny.,-,BBT,,
1_S12E04_070,1_S12E04_070_c_3,Oh. Come in.,-,BBT,,
1_S12E04_070,1_S12E04_070_c_4,I thought you were pumping.,-,BBT,,
1_S12E04_070,1_S12E04_070_c_5,I thought you were my boss.,-,BBT,,
1_S12E04_070,1_S12E04_070_u,"Okay, listen, I'm really worried about this whole Raj thing.",PENNY,BBT,0,NONE
1_S12E04_076,1_S12E04_076_c_0,"Okay, listen, I'm really worried about this whole Raj thing.",PENNY,BBT,,
1_S12E04_076,1_S12E04_076_c_1,"I know, he's so desperate to get married, which is weird,",BERNADETTE,BBT,,
1_S12E04_076,1_S12E04_076_c_2,because I can't imagine we make it look that great.,BERNADETTE,BBT,,
1_S12E04_076,1_S12E04_076_c_3,"I know, right? You know,",PENNY,BBT,,
1_S12E04_076,1_S12E04_076_c_4,"if this woman's gonna be around, I think we should check her out a little.",PENNY,BBT,,
1_S12E04_076,1_S12E04_076_u,"I looked online. She doesn't have an Instagram, which means she's either 80 or something's wrong with her.",PENNY,BBT,1,PRO
1_S12E04_102,1_S12E04_102_c_0,I still can't believe Sheldon had a best friend,-,BBT,,
1_S12E04_102,1_S12E04_102_c_1,we've never heard about.,-,BBT,,
1_S12E04_102,1_S12E04_102_c_2,"Ooh, somebody's jealous.",-,BBT,,
1_S12E04_102,1_S12E04_102_c_3,"- I'm not jealous. - Leonard,",-,BBT,,
1_S12E04_102,1_S12E04_102_u,this is a safe space-- it's okay to be vulnerable.,HOWARD,BBT,0,NONE
1_S12E04_195,1_S12E04_195_c_0,We just want to see if we could take you to dinner and get to know you a bit.,BERNADETTE,BBT,,
1_S12E04_195,1_S12E04_195_c_1,That sounds nice. How about tonight after work?,OTHER,BBT,,
1_S12E04_195,1_S12E04_195_c_2,Maybe we can go to Bavel.,OTHER,BBT,,
1_S12E04_195,1_S12E04_195_c_3,"Oh, I wish. That place is impossible to get into.",PENNY,BBT,,
1_S12E04_195,1_S12E04_195_c_4,"Oh, please. Getting into impossible places is my superpower.",OTHER,BBT,,
1_S12E04_195,1_S12E04_195_c_5," Me, too.",BERNADETTE,BBT,,
1_S12E04_195,1_S12E04_195_c_6,I can fit my whole body in our dryer.,BERNADETTE,BBT,,
1_S12E04_195,1_S12E04_195_c_7,All set. 8:30.,OTHER,BBT,,
1_S12E04_195,1_S12E04_195_c_8,"Wow. Okay, well, we'll see you tonight.",PENNY,BBT,,
1_S12E04_195,1_S12E04_195_c_9,#NAME?,PENNY,BBT,,
1_S12E04_195,1_S12E04_195_c_10,Bye.,OTHER,BBT,,
1_S12E04_195,1_S12E04_195_u,"She can get into any restaurant, but the best husband she can find is Raj?",BERNADETTE,BBT,1,EMB
1_S12E04_204,1_S12E04_204_c_0,#NAME?,-,BBT,,
1_S12E04_204,1_S12E04_204_c_1,Is my son done with his tour?,-,BBT,,
1_S12E04_204,1_S12E04_204_c_2,No idea. We're actually friends of Sheldon Cooper.,-,BBT,,
1_S12E04_204,1_S12E04_204_u,"Oh, I've been trying to get in touch with him, but I never heard back. Is he okay?",OTHER,BBT,0,NONE
1_S12E04_233,1_S12E04_233_c_0,#NAME?,-,BBT,,
1_S12E04_233,1_S12E04_233_c_1,- We just met... - Sheldon! So good to see you!,-,BBT,,
1_S12E04_233,1_S12E04_233_c_2,Tam.,-,BBT,,
1_S12E04_233,1_S12E04_233_c_3,It's been a long time.,-,BBT,,
1_S12E04_233,1_S12E04_233_c_4,"Mm, not long enough to erase the sting of betrayal.",-,BBT,,
1_S12E04_233,1_S12E04_233_u,How did I betray you?,OTHER,BBT,0,NONE
1_S12E04_242,1_S12E04_242_c_0,"So, he was your best friend growing up?",HOWARD,BBT,,
1_S12E04_242,1_S12E04_242_c_1,Yes.,OTHER,BBT,,
1_S12E04_242,1_S12E04_242_u,Were there no other kids in Texas?,HOWARD,BBT,1,PRO
1_S12E04_249,1_S12E04_249_c_0,Hey. What is going on with you?,-,BBT,,
1_S12E04_249,1_S12E04_249_c_1,I don't want to talk about it.,-,BBT,,
1_S12E04_249,1_S12E04_249_c_2,"Well, I'm sure you have a perfectly stupid reason.",-,BBT,,
1_S12E04_249,1_S12E04_249_c_3,I don't do anything for a stupid reason.,-,BBT,,
1_S12E04_249,1_S12E04_249_c_4,"Except, perhaps, Talk Like a Pirate Day,",-,BBT,,
1_S12E04_249,1_S12E04_249_c_5,and I'd argue that's more whimsical than stupid.,-,BBT,,
1_S12E04_249,1_S12E04_249_u,"You know, I was curious to find out what Tam had done wrong.",LEONARD,BBT,0,NONE
1_S12E04_276,1_S12E04_276_c_0,This place is amazing.,-,BBT,,
1_S12E04_276,1_S12E04_276_c_1,I can't believe you got us in here.,-,BBT,,
1_S12E04_276,1_S12E04_276_c_2,"Well, it's kind of my job.",-,BBT,,
1_S12E04_276,1_S12E04_276_c_3,"Usually I get tipped for it, but I'll leave that up to you.",-,BBT,,
1_S12E04_276,1_S12E04_276_c_4,(giggles),-,BBT,,
1_S12E04_276,1_S12E04_276_c_5,"Look, I think that's LeBron over there.",-,BBT,,
1_S12E04_276,1_S12E04_276_c_6,James?,-,BBT,,
1_S12E04_276,1_S12E04_276_c_7,"No, LeBron Kershenbaum.",-,BBT,,
1_S12E04_276,1_S12E04_276_u,"So, what do you want to know?",OTHER,BBT,0,NONE
1_S12E04_456,1_S12E04_456_c_0,Check it out-- LeBron James posted a picture,-,BBT,,
1_S12E04_456,1_S12E04_456_c_1,of me and him on Instagram.,-,BBT,,
1_S12E04_456,1_S12E04_456_c_2,I don't see you.,-,BBT,,
1_S12E04_456,1_S12E04_456_c_3,Look right behind him.,-,BBT,,
1_S12E04_456,1_S12E04_456_c_4,No.,-,BBT,,
1_S12E04_456,1_S12E04_456_c_5,Okay. You see that table just past his left shoulder?,-,BBT,,
1_S12E04_456,1_S12E04_456_c_6,Now go back two more tables and over to the right.,-,BBT,,
1_S12E04_456,1_S12E04_456_u,All I see is a yellow smudge.,PENNY,BBT,0,NONE
1_S12E05_030,1_S12E05_030_c_0,"Oh, Howard, uh, this is Andrea.",RAJ,BBT,,
1_S12E05_030,1_S12E05_030_c_1,She's the director of the planetarium. Hi.,RAJ,BBT,,
1_S12E05_030,1_S12E05_030_c_2,Nice to meet you. I'm Howard Wolowitz.,HOWARD,BBT,,
1_S12E05_030,1_S12E05_030_c_3,"Engineer, husband, father...",HOWARD,BBT,,
1_S12E05_030,1_S12E05_030_c_4,(CHUCKLES) ...astronaut.,HOWARD,BBT,,
1_S12E05_030,1_S12E05_030_c_5,Really? You're an astronaut?,OTHER,BBT,,
1_S12E05_030,1_S12E05_030_c_6,"Well, I don't like to brag.",HOWARD,BBT,,
1_S12E05_030,1_S12E05_030_u,"Hmm, yeah, but somehow, you manage.",RAJ,BBT,1,PRO
1_S12E05_054,1_S12E05_054_c_0,So I'm gonna place the sensory isolation helmet on you,-,BBT,,
1_S12E05_054,1_S12E05_054_c_1,for about five minutes.,-,BBT,,
1_S12E05_054,1_S12E05_054_c_2,All you need to do,-,BBT,,
1_S12E05_054,1_S12E05_054_c_3,is sit still and relax.,-,BBT,,
1_S12E05_054,1_S12E05_054_c_4,What do I do if I start to get claustrophobic?,-,BBT,,
1_S12E05_054,1_S12E05_054_u,"Oh, the helmet will sense that and stop the experiment.",AMY,BBT,0,NONE
1_S12E05_083,1_S12E05_083_c_0,You okay? You seem distracted.,-,BBT,,
1_S12E05_083,1_S12E05_083_c_1,I'm-I'm just thinking about Raj.,-,BBT,,
1_S12E05_083,1_S12E05_083_c_2,I'm thinking about Chris Hemsworth. Let's go.,-,BBT,,
1_S12E05_083,1_S12E05_083_c_3,He sort of hurt my feelings.,-,BBT,,
1_S12E05_083,1_S12E05_083_c_4,"(QUIETLY): Biceps, hammer, abs. Still in it.",-,BBT,,
1_S12E05_083,1_S12E05_083_c_5,Why wouldn't he want me to be in his planetarium show?,-,BBT,,
1_S12E05_083,1_S12E05_083_u,And it's gone.,BERNADETTE,BBT,0,NONE
1_S12E05_110,1_S12E05_110_c_0,"Oh, Sheldon.",LEONARD,BBT,,
1_S12E05_110,1_S12E05_110_c_1,Didn't see you there. What's up?,LEONARD,BBT,,
1_S12E05_110,1_S12E05_110_c_2,"Well, uh, he was excited to talk science",PENNY,BBT,,
1_S12E05_110,1_S12E05_110_c_3,"with Amy, but she was working late,",PENNY,BBT,,
1_S12E05_110,1_S12E05_110_c_4,so he decided to come over and share it with me.,PENNY,BBT,,
1_S12E05_110,1_S12E05_110_c_5,"With me, Leonard.",PENNY,BBT,,
1_S12E05_110,1_S12E05_110_c_6,With me.,PENNY,BBT,,
1_S12E05_110,1_S12E05_110_c_7,"Sheldon, we've talked about this.",LEONARD,BBT,,
1_S12E05_110,1_S12E05_110_c_8,You can't go around boring other people's wives.,LEONARD,BBT,,
1_S12E05_110,1_S12E05_110_u,Yeah. I already got a man for that.,PENNY,BBT,1,PRO
1_S12E05_134,1_S12E05_134_c_0,Hey. Got a sec?,-,BBT,,
1_S12E05_134,1_S12E05_134_c_1,Sure. What's up?,-,BBT,,
1_S12E05_134,1_S12E05_134_c_2,I just want to let you know I get,-,BBT,,
1_S12E05_134,1_S12E05_134_c_3,why you don't want me to be a part of the planetarium show.,-,BBT,,
1_S12E05_134,1_S12E05_134_c_4,"Oh, great. Thanks for stopping by.",-,BBT,,
1_S12E05_134,1_S12E05_134_c_5,You don't want to talk about the stars,-,BBT,,
1_S12E05_134,1_S12E05_134_c_6,next to an actual astronaut.,-,BBT,,
1_S12E05_134,1_S12E05_134_c_7,That would be like doing karaoke with a rock star.,-,BBT,,
1_S12E05_134,1_S12E05_134_u,"First of all, I've totally done karaoke with a rock star.",RAJ,BBT,0,NONE
1_S12E06_010,1_S12E06_010_c_0,"Hey, did you guys know this year's the 40th anniversary",-,BBT,,
1_S12E06_010,1_S12E06_010_c_1,"of Halloween? - Oh, nonsense.",-,BBT,,
1_S12E06_010,1_S12E06_010_c_2,Halloween traditions,-,BBT,,
1_S12E06_010,1_S12E06_010_c_3,of date back to the Celtic festival of Samhain.,-,BBT,,
1_S12E06_010,1_S12E06_010_c_4,Although our current Halloween customs,-,BBT,,
1_S12E06_010,1_S12E06_010_c_5,come from the evening before All Hallows' Day--,-,BBT,,
1_S12E06_010,1_S12E06_010_c_6,"All Hallows' Eve-- thus, Halloween.",-,BBT,,
1_S12E06_010,1_S12E06_010_c_7,I meant the movie Halloween.,-,BBT,,
1_S12E06_010,1_S12E06_010_c_8,Oh.,-,BBT,,
1_S12E06_010,1_S12E06_010_c_9,"Well, that's not interesting at all.",-,BBT,,
1_S12E06_010,1_S12E06_010_u,Did you know the Michael Myers mask from the film was actually a Captain Kirk mask turned inside out?,LEONARD,BBT,0,NONE
1_S12E06_016,1_S12E06_016_c_0,Are you guys all dressing up for work?,AMY,BBT,,
1_S12E06_016,1_S12E06_016_c_1,"Of course. I mean, how often do you get to wear costumes to work?",HOWARD,BBT,,
1_S12E06_016,1_S12E06_016_u,Says the man with a giant belt buckle and a dickey.,LEONARD,BBT,1,PRO
1_S12E06_027,1_S12E06_027_c_0,"Oh, that would be fun.",-,BBT,,
1_S12E06_027,1_S12E06_027_c_1,"You know, I used to throw Halloween parties all the time",-,BBT,,
1_S12E06_027,1_S12E06_027_c_2,when I moved into the building.,-,BBT,,
1_S12E06_027,1_S12E06_027_u,All the time? I only remember being invited to one.,LEONARD,BBT,0,NONE
1_S12E06_088,1_S12E06_088_c_0,You're sitting in my spot.,HOWARD,BBT,,
1_S12E06_088,1_S12E06_088_c_1,You don't have a spot.,SHELDON,BBT,,
1_S12E06_088,1_S12E06_088_c_2,#NAME?,SHELDON,BBT,,
1_S12E06_088,1_S12E06_088_u,Maybe he's cranky because he's off his bathroom schedule.,RAJ,BBT,1,ILL
1_S12E06_111,1_S12E06_111_c_0,Ready to go?,-,BBT,,
1_S12E06_111,1_S12E06_111_c_1,"Hey, why aren't you in your costume?",-,BBT,,
1_S12E06_111,1_S12E06_111_c_2,I just didn't feel like it.,-,BBT,,
